,Text,Intent
12973,can you tell me the mane of the song playing,what_song
12974,i'd like to know this song's name,what_song
12975,can you get me the name of this song,what_song
12976,find out what this song is,what_song
12977,i would like to know this song's title,what_song
12978,i need to know what this song is called,what_song
12979,tell me the title of this song,what_song
12980,tell me this song's name,what_song
12981,what is the song that's playing,what_song
12982,tell me the song that's playing right now,what_song
12983,do you know the name of this song,what_song
12984,do you know what song this is,what_song
12985,what is the name of this song,what_song
12986,can you tell me the song we are listening to,what_song
12987,which song are we listening to,what_song
12988,what is the song that is currently playing,what_song
12989,can you tell me what this song is,what_song
12990,whats the name of this song,what_song
12991,what is the title of this tune,what_song
12992,what tune is this,what_song
12993,what is that noise,what_song
12994,what is playing,what_song
12995,whats the title of this,what_song
12996,whats the title of this song,what_song
12997,the song on speaker is what like,what_song
12998,the song on speaker is what,what_song
12999,what is the song on speaker,what_song
13000,are there any transaction fees associated with my chase card if i am in tokyo,international_fees
13001,does my usaa card have international transaction fees,international_fees
13002,does my bank of the west card have international transaction fees,international_fees
13003,are there any transaction fees associated with my usaa card if i am in india,international_fees
13004,does my navy federal card have international transaction fees,international_fees
13005,does my chase card have international transaction fees,international_fees
13006,are there any transaction fees associated with my navy federal card if i am in germany,international_fees
13007,are there any transaction fees associated with my usaa card if i am in south korea,international_fees
13008,does my bank of america card have international transaction fees,international_fees
13009,are there any transaction fees associated with my navy federal card if i am in japan,international_fees
13010,what are the fees for using my card in toronto,international_fees
13011,do i incur extra fees if i use my card in london,international_fees
13012,do travelers to egypt get hit with transaction fees if they're using a mastercard,international_fees
13013,do i have to pay amex transaction fees in brazil,international_fees
13014,if i use my card in denver will i get charged extra,international_fees
13015,are there fees for using my card in tampa,international_fees
13016,will my discover card ding me with transaction fees if i'm in aruba,international_fees
13017,does bank of america charge transaction fees if you use it in canada,international_fees
13018,will i pay extra if i use my card in juarez,international_fees
13019,are there transaction fees for my visa if i'm in russia,international_fees
13020,what is the surcharge for using my card in italy while i visit,international_fees
13021,for my card is there a extra card while i'm staying in italy,international_fees
13022,is there a surcharge for using my card in italy while i'm there,international_fees
13023,will i get charged extra if i use my card while in italy,international_fees
13024,how much is the charge of using my card in italy during my stay there,international_fees
13025,what are the international transaction fees on my amex,international_fees
13026,give me a list of international transaction fees for my amex,international_fees
13027,what kind of international transaction fees are related to my amex,international_fees
13028,will my amex institute international transaction fees on a charge,international_fees
13029,can i see all the international transaction fees on my amex,international_fees
13030,what are the fees to use my card in nigeria,international_fees
13031,what are the foreign transaction fees for cuba,international_fees
13032,what additional fees do you charge if i use my card in lisbon,international_fees
13033,how much are the foreign transaction fees in brisbane,international_fees
13034,what fees are charged if i use something in paris,international_fees
13035,does visa charge transaction fees in the uk,international_fees
13036,i need to know if there are transaction fees for my visa card in canada,international_fees
13037,does american express charge transaction fees for iceland,international_fees
13038,are there transaction fees charged to my discover card in japan,international_fees
13039,are transaction fees charged for my aaa card in canada,international_fees
13040,"when i am in spain using my cmaden card, is there any transaction fee",international_fees
13041,what are the transaction fee using our card in florence if any,international_fees
13042,tell me if there is any transaction fee using royal card in europe,international_fees
13043,are there any transaction fee if i use my boston private card in scotland,international_fees
13044,i want to know if there is any transaction fee using washington federal card when i am in canada,international_fees
13045,"how much is the atm fee for my boa card in orlando, fl",international_fees
13046,"what's the transaction fee for my boa card in orlando, fl",international_fees
